2023-05-04 14:48:03,028 - DEBUG - [info] number of GPUs: 3
2023-05-04 14:48:03,032 - DEBUG - [info] number of GPUs: 3
2023-05-04 14:48:03,036 - DEBUG - [info] number of GPUs: 3
2023-05-04 14:48:03,044 - DEBUG - [info] world_size: 3
2023-05-04 14:48:03,047 - DEBUG - [info] world_size: 3
2023-05-04 14:48:03,049 - DEBUG - train_files: 73
2023-05-04 14:48:03,049 - DEBUG - val_files: 18
2023-05-04 14:48:03,052 - DEBUG - [info] world_size: 3
2023-05-04 14:48:03,056 - DEBUG - train_files: 73
2023-05-04 14:48:03,056 - DEBUG - train_files: 73
2023-05-04 14:48:03,057 - DEBUG - val_files: 19
2023-05-04 14:48:03,057 - DEBUG - val_files: 18
2023-05-04 14:48:05,351 - DEBUG - num_epochs: 200
2023-05-04 14:48:05,351 - DEBUG - num_epochs_per_validation: 2
2023-05-04 14:48:06,115 - DEBUG - [info] training from scratch
2023-05-04 14:48:06,116 - DEBUG - [info] training from scratch
2023-05-04 14:48:06,116 - DEBUG - [info] amp enabled
2023-05-04 14:48:06,121 - DEBUG - [info] training from scratch
2023-05-04 14:48:06,146 - DEBUG - ----------
2023-05-04 14:48:06,146 - DEBUG - epoch 1/200
2023-05-04 14:48:06,146 - DEBUG - learning rate is set to 0.2
2023-05-05 00:27:51,122 - DEBUG - [2023-05-05 00:27:51] 40/73, train_loss: 0.1798
2023-05-05 00:27:52,177 - DEBUG - [2023-05-05 00:27:52] 40/73, train_loss: 0.1412
2023-05-05 00:27:53,229 - DEBUG - [2023-05-05 00:27:53] 40/73, train_loss: 0.1669
2023-05-05 00:27:54,283 - DEBUG - [2023-05-05 00:27:54] 40/73, train_loss: 0.1887
2023-05-05 00:27:55,358 - DEBUG - [2023-05-05 00:27:55] 41/73, train_loss: 0.1991
2023-05-05 00:27:56,411 - DEBUG - [2023-05-05 00:27:56] 41/73, train_loss: 0.2148
2023-05-05 00:27:57,464 - DEBUG - [2023-05-05 00:27:57] 41/73, train_loss: 0.1156
2023-05-05 00:27:58,518 - DEBUG - [2023-05-05 00:27:58] 41/73, train_loss: 0.3370
2023-05-05 00:27:59,598 - DEBUG - [2023-05-05 00:27:59] 42/73, train_loss: 0.1933
2023-05-05 00:28:00,650 - DEBUG - [2023-05-05 00:28:00] 42/73, train_loss: 0.1690
2023-05-05 00:28:01,703 - DEBUG - [2023-05-05 00:28:01] 42/73, train_loss: 0.2322
2023-05-05 00:28:02,758 - DEBUG - [2023-05-05 00:28:02] 42/73, train_loss: 0.1691
2023-05-05 00:28:04,060 - DEBUG - [2023-05-05 00:28:04] 43/73, train_loss: 0.2193
2023-05-05 00:28:05,116 - DEBUG - [2023-05-05 00:28:05] 43/73, train_loss: 0.2824
2023-05-05 00:28:06,168 - DEBUG - [2023-05-05 00:28:06] 43/73, train_loss: 0.1987
2023-05-05 00:28:07,220 - DEBUG - [2023-05-05 00:28:07] 43/73, train_loss: 0.1780
2023-05-05 00:28:08,316 - DEBUG - [2023-05-05 00:28:08] 44/73, train_loss: 0.2147
2023-05-05 00:28:09,372 - DEBUG - [2023-05-05 00:28:09] 44/73, train_loss: 0.1761
2023-05-05 00:28:10,430 - DEBUG - [2023-05-05 00:28:10] 44/73, train_loss: 0.1448
2023-05-05 00:28:11,488 - DEBUG - [2023-05-05 00:28:11] 44/73, train_loss: 0.2165
2023-05-05 00:28:12,561 - DEBUG - [2023-05-05 00:28:12] 45/73, train_loss: 0.2357
2023-05-05 00:28:13,648 - DEBUG - [2023-05-05 00:28:13] 45/73, train_loss: 0.1810
2023-05-05 00:28:14,711 - DEBUG - [2023-05-05 00:28:14] 45/73, train_loss: 0.2023
2023-05-05 00:28:15,768 - DEBUG - [2023-05-05 00:28:15] 45/73, train_loss: 0.1874
2023-05-05 00:28:16,845 - DEBUG - [2023-05-05 00:28:16] 46/73, train_loss: 0.2606
2023-05-05 00:28:17,898 - DEBUG - [2023-05-05 00:28:17] 46/73, train_loss: 0.1594
2023-05-05 00:28:18,959 - DEBUG - [2023-05-05 00:28:18] 46/73, train_loss: 0.2020
2023-05-05 00:28:20,012 - DEBUG - [2023-05-05 00:28:20] 46/73, train_loss: 0.1994
2023-05-05 00:28:21,089 - DEBUG - [2023-05-05 00:28:21] 47/73, train_loss: 0.1773
2023-05-05 00:28:22,141 - DEBUG - [2023-05-05 00:28:22] 47/73, train_loss: 0.1859
2023-05-05 00:28:23,195 - DEBUG - [2023-05-05 00:28:23] 47/73, train_loss: 0.1888
2023-05-05 00:28:24,251 - DEBUG - [2023-05-05 00:28:24] 47/73, train_loss: 0.1938
2023-05-05 00:28:25,336 - DEBUG - [2023-05-05 00:28:25] 48/73, train_loss: 0.2513
2023-05-05 00:28:26,382 - DEBUG - [2023-05-05 00:28:26] 48/73, train_loss: 0.1598
2023-05-05 00:28:27,436 - DEBUG - [2023-05-05 00:28:27] 48/73, train_loss: 0.2162
2023-05-05 00:28:28,508 - DEBUG - [2023-05-05 00:28:28] 48/73, train_loss: 0.3438
2023-05-05 00:28:29,581 - DEBUG - [2023-05-05 00:28:29] 49/73, train_loss: 0.1650
2023-05-05 00:28:30,638 - DEBUG - [2023-05-05 00:28:30] 49/73, train_loss: 0.2284
2023-05-05 00:28:31,691 - DEBUG - [2023-05-05 00:28:31] 49/73, train_loss: 0.1673
2023-05-05 00:28:32,742 - DEBUG - [2023-05-05 00:28:32] 49/73, train_loss: 0.1782
2023-05-05 00:28:33,817 - DEBUG - [2023-05-05 00:28:33] 50/73, train_loss: 0.3408
2023-05-05 00:28:34,868 - DEBUG - [2023-05-05 00:28:34] 50/73, train_loss: 0.1757
2023-05-05 00:28:35,949 - DEBUG - [2023-05-05 00:28:35] 50/73, train_loss: 0.2057
2023-05-05 00:28:37,001 - DEBUG - [2023-05-05 00:28:37] 50/73, train_loss: 0.2039
2023-05-05 00:28:38,073 - DEBUG - [2023-05-05 00:28:38] 51/73, train_loss: 0.1938
2023-05-05 00:28:39,123 - DEBUG - [2023-05-05 00:28:39] 51/73, train_loss: 0.2336
2023-05-05 00:28:40,178 - DEBUG - [2023-05-05 00:28:40] 51/73, train_loss: 0.2165
2023-05-05 00:28:41,236 - DEBUG - [2023-05-05 00:28:41] 51/73, train_loss: 0.1723
2023-05-05 00:28:42,313 - DEBUG - [2023-05-05 00:28:42] 52/73, train_loss: 0.1252
2023-05-05 00:28:43,368 - DEBUG - [2023-05-05 00:28:43] 52/73, train_loss: 0.1444
2023-05-05 00:28:44,421 - DEBUG - [2023-05-05 00:28:44] 52/73, train_loss: 0.1721
2023-05-05 00:28:45,468 - DEBUG - [2023-05-05 00:28:45] 52/73, train_loss: 0.1451
2023-05-05 00:28:46,608 - DEBUG - [2023-05-05 00:28:46] 53/73, train_loss: 0.1829
2023-05-05 00:28:47,661 - DEBUG - [2023-05-05 00:28:47] 53/73, train_loss: 0.2545
2023-05-05 00:28:48,712 - DEBUG - [2023-05-05 00:28:48] 53/73, train_loss: 0.1861
2023-05-05 00:28:49,765 - DEBUG - [2023-05-05 00:28:49] 53/73, train_loss: 0.1690
2023-05-05 00:28:50,836 - DEBUG - [2023-05-05 00:28:50] 54/73, train_loss: 0.1587
2023-05-05 00:28:51,888 - DEBUG - [2023-05-05 00:28:51] 54/73, train_loss: 0.1575
2023-05-05 00:28:52,938 - DEBUG - [2023-05-05 00:28:52] 54/73, train_loss: 0.1589
2023-05-05 00:28:53,987 - DEBUG - [2023-05-05 00:28:53] 54/73, train_loss: 0.1497
2023-05-05 00:28:55,100 - DEBUG - [2023-05-05 00:28:55] 55/73, train_loss: 0.1509
2023-05-05 00:28:56,151 - DEBUG - [2023-05-05 00:28:56] 55/73, train_loss: 0.2009
2023-05-05 00:28:57,221 - DEBUG - [2023-05-05 00:28:57] 55/73, train_loss: 0.1660
2023-05-05 00:28:58,279 - DEBUG - [2023-05-05 00:28:58] 55/73, train_loss: 0.1538
2023-05-05 00:28:59,353 - DEBUG - [2023-05-05 00:28:59] 56/73, train_loss: 0.2063
2023-05-05 00:29:00,411 - DEBUG - [2023-05-05 00:29:00] 56/73, train_loss: 0.1976
2023-05-05 00:29:01,460 - DEBUG - [2023-05-05 00:29:01] 56/73, train_loss: 0.1513
2023-05-05 00:29:02,513 - DEBUG - [2023-05-05 00:29:02] 56/73, train_loss: 0.1755
2023-05-05 00:29:03,590 - DEBUG - [2023-05-05 00:29:03] 57/73, train_loss: 0.2701
2023-05-05 00:29:04,647 - DEBUG - [2023-05-05 00:29:04] 57/73, train_loss: 0.2242
2023-05-05 00:29:05,701 - DEBUG - [2023-05-05 00:29:05] 57/73, train_loss: 0.2072
2023-05-05 00:29:06,752 - DEBUG - [2023-05-05 00:29:06] 57/73, train_loss: 0.1890
2023-05-05 00:29:07,830 - DEBUG - [2023-05-05 00:29:07] 58/73, train_loss: 0.2017
2023-05-05 00:29:08,882 - DEBUG - [2023-05-05 00:29:08] 58/73, train_loss: 0.2044
2023-05-05 00:29:09,942 - DEBUG - [2023-05-05 00:29:09] 58/73, train_loss: 0.2902
2023-05-05 00:29:10,993 - DEBUG - [2023-05-05 00:29:10] 58/73, train_loss: 0.2242
2023-05-05 00:29:12,075 - DEBUG - [2023-05-05 00:29:12] 59/73, train_loss: 0.1717
2023-05-05 00:29:13,126 - DEBUG - [2023-05-05 00:29:13] 59/73, train_loss: 0.2095
2023-05-05 00:29:14,179 - DEBUG - [2023-05-05 00:29:14] 59/73, train_loss: 0.2232
2023-05-05 00:29:15,237 - DEBUG - [2023-05-05 00:29:15] 59/73, train_loss: 0.2753
2023-05-05 00:29:16,305 - DEBUG - [2023-05-05 00:29:16] 60/73, train_loss: 0.2727
2023-05-05 00:29:17,359 - DEBUG - [2023-05-05 00:29:17] 60/73, train_loss: 0.1776
2023-05-05 00:29:18,414 - DEBUG - [2023-05-05 00:29:18] 60/73, train_loss: 0.1620
2023-05-05 00:29:19,465 - DEBUG - [2023-05-05 00:29:19] 60/73, train_loss: 0.1875
2023-05-05 00:29:20,536 - DEBUG - [2023-05-05 00:29:20] 61/73, train_loss: 0.1456
2023-05-05 00:29:21,584 - DEBUG - [2023-05-05 00:29:21] 61/73, train_loss: 0.1268
2023-05-05 00:29:22,635 - DEBUG - [2023-05-05 00:29:22] 61/73, train_loss: 0.1634
2023-05-05 00:29:23,684 - DEBUG - [2023-05-05 00:29:23] 61/73, train_loss: 0.1633
2023-05-05 00:29:24,750 - DEBUG - [2023-05-05 00:29:24] 62/73, train_loss: 0.1382
2023-05-05 00:29:25,798 - DEBUG - [2023-05-05 00:29:25] 62/73, train_loss: 0.1499
2023-05-05 00:29:26,855 - DEBUG - [2023-05-05 00:29:26] 62/73, train_loss: 0.1420
2023-05-05 00:29:27,903 - DEBUG - [2023-05-05 00:29:27] 62/73, train_loss: 0.3042
2023-05-05 00:29:28,965 - DEBUG - [2023-05-05 00:29:28] 63/73, train_loss: 0.1268
2023-05-05 00:29:30,020 - DEBUG - [2023-05-05 00:29:30] 63/73, train_loss: 0.1878
2023-05-05 00:29:31,068 - DEBUG - [2023-05-05 00:29:31] 63/73, train_loss: 0.1225
2023-05-05 00:29:32,115 - DEBUG - [2023-05-05 00:29:32] 63/73, train_loss: 0.1417
2023-05-05 00:29:33,184 - DEBUG - [2023-05-05 00:29:33] 64/73, train_loss: 0.2168
2023-05-05 00:29:34,233 - DEBUG - [2023-05-05 00:29:34] 64/73, train_loss: 0.2059
2023-05-05 00:29:35,280 - DEBUG - [2023-05-05 00:29:35] 64/73, train_loss: 0.2586
2023-05-05 00:29:36,332 - DEBUG - [2023-05-05 00:29:36] 64/73, train_loss: 0.2125
2023-05-05 00:29:37,399 - DEBUG - [2023-05-05 00:29:37] 65/73, train_loss: 0.2331
2023-05-05 00:29:38,452 - DEBUG - [2023-05-05 00:29:38] 65/73, train_loss: 0.1347
2023-05-05 00:29:39,504 - DEBUG - [2023-05-05 00:29:39] 65/73, train_loss: 0.2227
2023-05-05 00:29:40,555 - DEBUG - [2023-05-05 00:29:40] 65/73, train_loss: 0.2212
2023-05-05 00:29:41,621 - DEBUG - [2023-05-05 00:29:41] 66/73, train_loss: 0.1388
2023-05-05 00:29:42,672 - DEBUG - [2023-05-05 00:29:42] 66/73, train_loss: 0.1443
2023-05-05 00:29:43,727 - DEBUG - [2023-05-05 00:29:43] 66/73, train_loss: 0.5480
2023-05-05 00:29:44,778 - DEBUG - [2023-05-05 00:29:44] 66/73, train_loss: 0.1608
2023-05-05 00:29:45,848 - DEBUG - [2023-05-05 00:29:45] 67/73, train_loss: 0.1920
2023-05-05 00:29:46,904 - DEBUG - [2023-05-05 00:29:46] 67/73, train_loss: 0.1412
2023-05-05 00:29:47,954 - DEBUG - [2023-05-05 00:29:47] 67/73, train_loss: 0.2689
2023-05-05 00:29:49,008 - DEBUG - [2023-05-05 00:29:49] 67/73, train_loss: 0.2024
2023-05-05 00:29:50,073 - DEBUG - [2023-05-05 00:29:50] 68/73, train_loss: 0.2746
2023-05-05 00:29:51,124 - DEBUG - [2023-05-05 00:29:51] 68/73, train_loss: 0.2455
2023-05-05 00:29:52,178 - DEBUG - [2023-05-05 00:29:52] 68/73, train_loss: 0.2082
2023-05-05 00:29:53,217 - DEBUG - [2023-05-05 00:29:53] 68/73, train_loss: 0.1471
2023-05-05 00:29:54,290 - DEBUG - [2023-05-05 00:29:54] 69/73, train_loss: 0.1751
2023-05-05 00:29:55,337 - DEBUG - [2023-05-05 00:29:55] 69/73, train_loss: 0.1900
2023-05-05 00:29:56,388 - DEBUG - [2023-05-05 00:29:56] 69/73, train_loss: 0.1502
2023-05-05 00:29:57,439 - DEBUG - [2023-05-05 00:29:57] 69/73, train_loss: 0.1349
2023-05-05 00:29:58,507 - DEBUG - [2023-05-05 00:29:58] 70/73, train_loss: 0.2632
2023-05-05 00:29:59,559 - DEBUG - [2023-05-05 00:29:59] 70/73, train_loss: 0.2116
2023-05-05 00:30:00,609 - DEBUG - [2023-05-05 00:30:00] 70/73, train_loss: 0.2037
2023-05-05 00:30:01,650 - DEBUG - [2023-05-05 00:30:01] 70/73, train_loss: 0.2619
2023-05-05 00:30:02,720 - DEBUG - [2023-05-05 00:30:02] 71/73, train_loss: 0.2223
2023-05-05 00:30:03,771 - DEBUG - [2023-05-05 00:30:03] 71/73, train_loss: 0.2001
2023-05-05 00:30:04,818 - DEBUG - [2023-05-05 00:30:04] 71/73, train_loss: 0.2235
2023-05-05 00:30:05,867 - DEBUG - [2023-05-05 00:30:05] 71/73, train_loss: 0.3221
2023-05-05 00:30:06,938 - DEBUG - [2023-05-05 00:30:06] 72/73, train_loss: 0.1987
2023-05-05 00:30:07,987 - DEBUG - [2023-05-05 00:30:07] 72/73, train_loss: 0.2329
2023-05-05 00:30:09,039 - DEBUG - [2023-05-05 00:30:09] 72/73, train_loss: 0.1701
2023-05-05 00:30:10,092 - DEBUG - [2023-05-05 00:30:10] 72/73, train_loss: 0.1569
2023-05-05 00:30:11,159 - DEBUG - [2023-05-05 00:30:11] 73/73, train_loss: 0.1506
2023-05-05 00:30:12,211 - DEBUG - [2023-05-05 00:30:12] 73/73, train_loss: 0.2204
2023-05-05 00:30:13,266 - DEBUG - [2023-05-05 00:30:13] 73/73, train_loss: 0.2858
2023-05-05 00:30:14,319 - DEBUG - [2023-05-05 00:30:14] 73/73, train_loss: 0.1901
2023-05-05 00:30:14,320 - DEBUG - epoch 62 average loss: 0.1963, best mean dice: 0.7725 at epoch 58
2023-05-05 00:30:52,272 - DEBUG - 1 / 18: tensor([[0.6380, 0.6797, 0.7915, 0.8347, 0.8198, 0.8359, 0.7992, 0.8618, 0.8018,
         0.7921, 0.7930]], device='cuda:2')
2023-05-05 00:30:55,046 - DEBUG - 1 / 18: tensor([[0.6049, 0.6704, 0.8090, 0.7824, 0.8250, 0.7906, 0.6891, 0.8326, 0.7757,
         0.8498, 0.7390]], device='cuda:1')
2023-05-05 00:31:13,078 - DEBUG - 1 / 19: tensor([[0.7231, 0.8145, 0.8560, 0.8683, 0.8672, 0.8699, 0.8186, 0.8842, 0.8842,
         0.8297, 0.8247]], device='cuda:0')
2023-05-05 00:31:24,439 - DEBUG - 2 / 18: tensor([[0.6358, 0.6696, 0.7865, 0.7619, 0.7483, 0.6545, 0.5747, 0.7307, 0.6010,
         0.6621, 0.6914]], device='cuda:1')
2023-05-05 00:31:34,323 - DEBUG - 2 / 18: tensor([[0.7397, 0.8248, 0.8506, 0.8594, 0.8533, 0.8529, 0.8023, 0.8512, 0.8301,
         0.8140, 0.7748]], device='cuda:2')
2023-05-05 00:31:49,214 - DEBUG - 2 / 19: tensor([[0.7045, 0.7549, 0.6930, 0.6000, 0.6836, 0.4728, 0.7973, 0.6580, 0.6623,
         0.7407, 0.7920]], device='cuda:0')
2023-05-05 00:32:06,579 - DEBUG - 3 / 18: tensor([[0.7138, 0.7411, 0.8172, 0.8669, 0.8493, 0.8532, 0.8457, 0.8851, 0.8478,
         0.8392, 0.8602]], device='cuda:1')
2023-05-05 00:32:13,331 - DEBUG - 3 / 18: tensor([[0.6971, 0.5599, 0.7610, 0.7664, 0.7848, 0.7265, 0.7062, 0.7152, 0.6835,
         0.6251, 0.7426]], device='cuda:2')
2023-05-05 00:32:44,931 - DEBUG - 4 / 18: tensor([[0.6654, 0.6997, 0.8119, 0.8638, 0.8858, 0.8415, 0.8393, 0.8224, 0.8202,
         0.8311, 0.8137]], device='cuda:2')
2023-05-05 00:32:48,947 - DEBUG - 4 / 18: tensor([[0.7432, 0.6881, 0.7783, 0.7373, 0.8149, 0.8488, 0.6511, 0.8540, 0.7966,
         0.8840, 0.7566]], device='cuda:1')
2023-05-05 00:32:53,349 - DEBUG - 3 / 19: tensor([[0.6729, 0.6722, 0.7811, 0.8103, 0.8700, 0.8429, 0.7528, 0.8646, 0.8077,
         0.8672, 0.8267]], device='cuda:0')
2023-05-05 00:33:20,781 - DEBUG - 5 / 18: tensor([[0.6801, 0.7358, 0.7921, 0.7020, 0.7657, 0.5574, 0.6996, 0.6848, 0.6196,
         0.8160, 0.7516]], device='cuda:1')
2023-05-05 00:33:23,985 - DEBUG - 5 / 18: tensor([[0.8208, 0.8256, 0.8258, 0.7150, 0.7913, 0.6299, 0.7996, 0.7643, 0.7502,
         0.7092, 0.8608]], device='cuda:2')
2023-05-05 00:33:27,019 - DEBUG - 4 / 19: tensor([[0.6031, 0.7121, 0.7962, 0.7969, 0.7401, 0.8036, 0.7952, 0.8413, 0.7573,
         0.7520, 0.7193]], device='cuda:0')
2023-05-05 00:33:52,662 - DEBUG - 6 / 18: tensor([[0.5160, 0.6987, 0.7812, 0.8025, 0.7641, 0.8184, 0.6537, 0.8411, 0.6215,
         0.7232, 0.6885]], device='cuda:1')
2023-05-05 00:34:05,981 - DEBUG - 6 / 18: tensor([[0.6542, 0.5764, 0.7996, 0.7233, 0.6714, 0.6762, 0.7944, 0.7971, 0.6543,
         0.7514, 0.8608]], device='cuda:2')
2023-05-05 00:34:11,681 - DEBUG - 5 / 19: tensor([[0.7554, 0.7730, 0.8334, 0.8852, 0.8958, 0.8625, 0.8340, 0.8905, 0.8922,
         0.9024, 0.8926]], device='cuda:0')
2023-05-05 00:34:22,214 - DEBUG - 7 / 18: tensor([[0.8425, 0.8298, 0.8876, 0.7846, 0.8695, 0.6488, 0.8671, 0.7484, 0.7510,
         0.7231, 0.8803]], device='cuda:1')
2023-05-05 00:34:39,992 - DEBUG - 7 / 18: tensor([[0.6290, 0.6897, 0.7394, 0.8099, 0.8477, 0.7288, 0.7717, 0.8410, 0.7800,
         0.8575, 0.8009]], device='cuda:2')
2023-05-05 00:34:53,200 - DEBUG - 6 / 19: tensor([[0.7230, 0.7280, 0.8204, 0.7338, 0.8431, 0.8388, 0.8407, 0.8779, 0.7883,
         0.8809, 0.7461]], device='cuda:0')
2023-05-05 00:34:54,090 - DEBUG - 8 / 18: tensor([[0.7573, 0.7134, 0.8722, 0.8432, 0.8336, 0.7221, 0.8404, 0.8410, 0.8220,
         0.8804, 0.8499]], device='cuda:1')
2023-05-05 00:35:09,351 - DEBUG - 8 / 18: tensor([[0.6797, 0.6862, 0.7745, 0.7626, 0.7864, 0.6128, 0.6540, 0.7669, 0.6051,
         0.7094, 0.6841]], device='cuda:2')
2023-05-05 00:35:28,338 - DEBUG - 9 / 18: tensor([[0.8663, 0.8638, 0.8470, 0.8232, 0.8691, 0.8657, 0.8887, 0.8719, 0.9018,
         0.8616, 0.8768]], device='cuda:1')
2023-05-05 00:35:57,573 - DEBUG - 7 / 19: tensor([[0.6837, 0.7589, 0.8003, 0.8540, 0.8678, 0.8618, 0.7966, 0.8366, 0.8714,
         0.8391, 0.7717]], device='cuda:0')
2023-05-05 00:36:09,769 - DEBUG - 9 / 18: tensor([[0.6281, 0.6530, 0.8099, 0.8168, 0.8224, 0.8057, 0.6453, 0.8385, 0.8285,
         0.8611, 0.7874]], device='cuda:2')
2023-05-05 00:36:15,913 - DEBUG - 10 / 18: tensor([[0.6902, 0.7178, 0.8022, 0.7797, 0.8535, 0.8186, 0.7719, 0.8436, 0.7887,
         0.8530, 0.7295]], device='cuda:1')
2023-05-05 00:36:33,804 - DEBUG - 8 / 19: tensor([[0.7605, 0.7026, 0.8337, 0.8020, 0.7550, 0.6077, 0.7591, 0.5945, 0.6217,
         0.6129, 0.4443]], device='cuda:0')
2023-05-05 00:36:43,798 - DEBUG - 10 / 18: tensor([[0.5594, 0.6901, 0.7356, 0.7854, 0.8238, 0.7627, 0.6971, 0.8107, 0.7606,
         0.8302, 0.7861]], device='cuda:2')
2023-05-05 00:36:47,819 - DEBUG - 11 / 18: tensor([[0.5702, 0.6780, 0.6997, 0.5647, 0.6816, 0.5344, 0.5980, 0.6251, 0.4669,
         0.4797, 0.5647]], device='cuda:1')
2023-05-05 00:37:17,846 - DEBUG - 11 / 18: tensor([[0.7448, 0.7866, 0.8549, 0.8818, 0.8947, 0.8844, 0.8294, 0.9007, 0.8523,
         0.8746, 0.8755]], device='cuda:2')
2023-05-05 00:37:18,434 - DEBUG - 9 / 19: tensor([[0.6997, 0.6750, 0.8003, 0.7716, 0.7325, 0.7312, 0.8231, 0.8144, 0.6995,
         0.7678, 0.8732]], device='cuda:0')
2023-05-05 00:37:30,150 - DEBUG - 12 / 18: tensor([[0.7364, 0.8061, 0.8106, 0.8317, 0.8611, 0.8474, 0.8177, 0.8179, 0.8770,
         0.8312, 0.7674]], device='cuda:1')
2023-05-05 00:37:59,856 - DEBUG - 12 / 18: tensor([[0.7814, 0.6971, 0.8346, 0.8178, 0.8194, 0.7691, 0.8742, 0.8367, 0.7154,
         0.8069, 0.8792]], device='cuda:2')
2023-05-05 00:38:04,428 - DEBUG - 13 / 18: tensor([[0.5927, 0.7428, 0.8501, 0.7423, 0.7475, 0.5491, 0.7874, 0.6037, 0.3041,
         0.6056, 0.5460]], device='cuda:1')
2023-05-05 00:38:22,637 - DEBUG - 10 / 19: tensor([[0.8403, 0.7181, 0.8061, 0.7948, 0.7189, 0.7201, 0.8490, 0.7932, 0.8350,
         0.7416, 0.8899]], device='cuda:0')
2023-05-05 00:38:29,198 - DEBUG - 13 / 18: tensor([[0.7313, 0.7589, 0.7931, 0.7878, 0.7509, 0.6203, 0.6746, 0.7670, 0.7531,
         0.6563, 0.7249]], device='cuda:2')
2023-05-05 00:38:43,814 - DEBUG - 14 / 18: tensor([[0.7335, 0.5836, 0.7843, 0.7740, 0.7873, 0.7731, 0.7673, 0.7819, 0.7415,
         0.7953, 0.7675]], device='cuda:1')
2023-05-05 00:39:00,865 - DEBUG - 14 / 18: tensor([[0.5257, 0.7041, 0.7003, 0.5358, 0.6689, 0.4655, 0.5459, 0.5299, 0.3884,
         0.4303, 0.4939]], device='cuda:2')
2023-05-05 00:39:07,508 - DEBUG - 11 / 19: tensor([[0.7312, 0.6720, 0.7764, 0.8305, 0.8552, 0.7983, 0.8071, 0.8777, 0.8262,
         0.8684, 0.8177]], device='cuda:0')
2023-05-05 00:39:18,142 - DEBUG - 15 / 18: tensor([[0.5913, 0.6915, 0.7247, 0.7718, 0.8523, 0.7642, 0.8010, 0.8580, 0.7738,
         0.8530, 0.8182]], device='cuda:1')
2023-05-05 00:39:41,175 - DEBUG - 12 / 19: tensor([[0.6327, 0.6106, 0.7107, 0.7477, 0.7976, 0.7803, 0.7735, 0.7630, 0.8082,
         0.8293, 0.8160]], device='cuda:0')
2023-05-05 00:39:42,898 - DEBUG - 15 / 18: tensor([[0.7530, 0.7757, 0.8051, 0.8555, 0.8832, 0.8619, 0.7784, 0.8955, 0.8705,
         0.8745, 0.8658]], device='cuda:2')
2023-05-05 00:40:00,436 - DEBUG - 16 / 18: tensor([[0.6766, 0.7227, 0.8154, 0.7827, 0.8293, 0.8548, 0.5645, 0.8191, 0.7953,
         0.8385, 0.7249]], device='cuda:1')
2023-05-05 00:40:14,849 - DEBUG - 13 / 19: tensor([[0.6711, 0.8095, 0.8581, 0.6601, 0.7489, 0.6486, 0.8480, 0.7744, 0.8399,
         0.8004, 0.8557]], device='cuda:0')
2023-05-05 00:40:16,938 - DEBUG - 16 / 18: tensor([[0.7835, 0.6953, 0.8345, 0.7735, 0.7537, 0.7103, 0.8003, 0.7714, 0.7484,
         0.7868, 0.8160]], device='cuda:2')
2023-05-05 00:40:51,014 - DEBUG - 17 / 18: tensor([[0.6825, 0.8313, 0.8549, 0.8291, 0.8354, 0.8322, 0.7577, 0.8733, 0.7929,
         0.8607, 0.7848]], device='cuda:2')
2023-05-05 00:40:51,023 - DEBUG - 14 / 19: tensor([[0.5910, 0.6563, 0.8114, 0.7792, 0.8128, 0.7786, 0.6788, 0.8315, 0.7568,
         0.8418, 0.7530]], device='cuda:0')
2023-05-05 00:40:51,687 - DEBUG - 17 / 18: tensor([[0.7180, 0.7161, 0.7130, 0.8556, 0.8161, 0.8016, 0.7929, 0.8126, 0.8796,
         0.8272, 0.7415]], device='cuda:1')
2023-05-05 00:41:26,002 - DEBUG - 18 / 18: tensor([[0.6743, 0.6165, 0.8008, 0.7851, 0.7508, 0.6953, 0.7994, 0.8478, 0.6209,
         0.8038, 0.8342]], device='cuda:1')
2023-05-05 00:41:35,766 - DEBUG - 15 / 19: tensor([[0.7580, 0.7713, 0.8017, 0.7897, 0.7848, 0.7906, 0.6292, 0.8308, 0.8407,
         0.8477, 0.7739]], device='cuda:0')
2023-05-05 00:41:51,520 - DEBUG - 18 / 18: tensor([[0.6339, 0.6745, 0.7971, 0.8164, 0.8218, 0.8124, 0.5929, 0.8321, 0.8293,
         0.8645, 0.7907]], device='cuda:2')
2023-05-05 00:42:17,575 - DEBUG - 16 / 19: tensor([[0.7381, 0.5851, 0.7866, 0.7882, 0.8270, 0.8020, 0.7646, 0.7481, 0.7561,
         0.8059, 0.7878]], device='cuda:0')
2023-05-05 00:42:51,194 - DEBUG - 17 / 19: tensor([[0.6980, 0.6715, 0.7918, 0.6686, 0.7312, 0.6262, 0.7562, 0.7824, 0.7032,
         0.8516, 0.7754]], device='cuda:0')
2023-05-05 00:43:35,828 - DEBUG - 18 / 19: tensor([[0.7354, 0.7199, 0.7921, 0.8257, 0.8602, 0.8028, 0.8086, 0.8458, 0.8335,
         0.8490, 0.8575]], device='cuda:0')
2023-05-05 00:44:09,367 - DEBUG - 19 / 19: tensor([[0.8240, 0.8295, 0.8109, 0.8112, 0.7644, 0.8065, 0.8455, 0.7685, 0.8539,
         0.7904, 0.8734]], device='cuda:0')
2023-05-05 00:44:09,375 - DEBUG - evaluation metric - class 1: 0.695206035267223
2023-05-05 00:44:09,375 - DEBUG - evaluation metric - class 2: 0.7150805386629971
2023-05-05 00:44:09,375 - DEBUG - evaluation metric - class 3: 0.7982959400523792
